날짜,충전소명,충전기 유형,충전량(kWh)
2025-04-02,미아동 도봉세무서 앞 전기차 충전소,완속,1.65
2025-04-02,으뜸공원 공영주차장 전기차 충전소,완속,50.78
2025-04-02,수유동 가오천 공영주차장 전기차 충전소,완속,52.2
2025-04-02,미아동 공영주차장,급속,57.16
2025-04-02,도봉동 거주자우선주차장(가로등),급속,91.56
2025-04-02,도봉동 실내스포츠센터,급속,153.84
2025-04-02,방학동 도깨비시장 공영주차장,급속,76.35
2025-04-02,창2동 제4공영주차장,급속,144.6
2025-04-02,노원세무서 거주자주차장(가로등),급속,44.48
2025-04-02,미화어린이공원 주차장(가로등),급속,95.97
2025-04-02,초안산근린공원 거주자주차장(가로등),급속,46.83
2025-04-02,노원이지센터,급속,65.18
2025-04-02,수락산디자인 노상공영주차장(가로등),급속,125.81
2025-04-02,월계동 거주자주차장(가로등),급속,73.0
2025-04-02,공릉동 거주자주차장(가로등),급속,55.25
2025-04-02,노원자원회수시설,급속,40.41
2025-04-02,은평평화공원 지하공영주차장,급속,71.78
2025-04-02,서대문구청 주차장,급속,61.0
2025-04-02,홍제1동 제1공영주차장,급속,119.5
2025-04-02,홍제동 주영빌딩 앞 전기차 충전소(가로등),급속,64.27
2025-04-02,북가좌동 공영주차장 전기차 충전소,완속,22.11
2025-04-02,연희동 거주자우선주차장(가로등),급속,118.47
2025-04-02,대궐재어린이공원 거주자주차장(가로등),급속,46.41
2025-04-02,연희제2공영주차장,급속,85.56
2025-04-02,화창운수 앞 가로등형 충전소,급속,49.81
2025-04-02,드림디포 앞 가로등형 충전소,급속,39.65
2025-04-02,청기와2 노상공영주차장(가로등),급속,146.85
2025-04-02,망원3 노상공영주차장(가로등),급속,210.44
2025-04-02,양천구청,급속,36.02
2025-04-02,신정4동길 노상공영주차장(가로등),급속,55.52
2025-04-02,신정4동길 노상공영주차장(가로등),급속,70.98
2025-04-02,오목교역 노상공영주차장(가로등),급속,41.74
2025-04-02,양천구민체육센터,급속,26.95
2025-04-02,한마음공영주차장,급속,23.18
2025-04-02,한마음공영주차장,급속,30.43
2025-04-02,곰달래5길 노상공영주차장(가로등),급속,105.12
2025-04-02,곰달래5길 노상공영주차장(가로등),급속,112.88
2025-04-02,신월5동 복개 노상공영주차장(가로등),급속,28.75
2025-04-02,목동공영주차장,급속,20.07
2025-04-02,목동공영주차장,급속,43.76
2025-04-02,목동공영주차장,급속,36.03
2025-04-02,목동공영주차장,급속,16.41
2025-04-02,목동공영주차장,급속,45.18
2025-04-02,개화산역 공영주차장,급속,38.85
2025-04-02,개화산역 공영주차장,급속,43.47
2025-04-02,개화산역 공영주차장,급속,108.41
2025-04-02,개화산역 공영주차장,급속,10.06
2025-04-02,방화로 노상공영주차장(가로등),급속,48.64
2025-04-02,SK허브수 인근 거주자우선주차장 볼라드형 충전소,완속,34.68
2025-04-02,SK허브수 인근 거주자우선주차장 볼라드형 충전소,완속,16.82
2025-04-02,고척스카이돔,급속,20.97
2025-04-02,개봉1동 노외공영주차장,완속,34.14
2025-04-02,개봉1동 노외공영주차장,완속,46.13
2025-04-02,구로5동 마을공동공영주차장,완속,40.68
2025-04-02,가산 공영주차장,급속,35.52
2025-04-02,여의도 KBS홀 앞 전기차 충전소,급속,47.89
2025-04-02,여의도 KBS홀 앞 전기차 충전소,완속,38.63
2025-04-02,여의서로 노상공영주차장(가로등),급속,50.72
2025-04-02,여의서로 노상공영주차장(가로등),급속,77.96
2025-04-02,동작구청,급속,56.21
2025-04-02,동작구청 후문 가로등형 충전소,급속,167.98
2025-04-02,신대방동 신라스테이 거주자주차장(가로등),급속,38.35
2025-04-02,대방동(서울공고) 거주자주차장(가로등),급속,44.55
2025-04-02,보라매공원 정문주차장,급속,6.08
2025-04-02,사당종합체육관,완속,33.46
2025-04-02,사당5동 주민센터 거주자주차장 14번(가로등),급속,41.66
2025-04-02,양재솔라스테이션,급속,69.08
2025-04-02,양재솔라스테이션,급속,113.84
2025-04-02,양재솔라스테이션,급속,43.78
2025-04-02,양재솔라스테이션,급속,48.61
2025-04-02,반포복개천 노상공영주차장(가로등),급속,111.14
2025-04-02,AI 체육센터,완속,30.83
2025-04-02,강남구 압구정 나들목 앞 가로등형 충전기,급속,228.51
2025-04-02,강남구 압구정 나들목 앞 가로등형 충전기,급속,68.94
2025-04-02,도곡정보문화도서관 볼라드형 충전소,완속,57.35
2025-04-02,도곡정보문화도서관 볼라드형 충전소,완속,60.42
2025-04-02,수서역 공영주차장 복합충전소,급속,119.89
2025-04-02,수서역 공영주차장 복합충전소,급속,93.49
2025-04-02,수서역 공영주차장 복합충전소,급속,7.75
2025-04-02,논현로28길 노상공영주차장(가로등),급속,10.92
2025-04-02,"영동대로85길 노상공영주차장(요금정산소 옆, 가로등)",급속,160.9
2025-04-02,"영동대로85길 노상공영주차장(대명중학교 뒤, 가로등)",급속,71.48
2025-04-02,논현2동 주민센터,완속,47.43
2025-04-02,논현 제1호주차장,급속,154.68
2025-04-02,논현 제2호주차장,급속,108.63
2025-04-02,서울물재생시설공단,급속,1.52
2025-04-02,강남운전면허시험장,급속,60.97
2025-04-02,강남주민편익시설(가로등),급속,10.92
2025-04-02,문화재청 궁능유적본부,완속,28.2
2025-04-02,문화재청 궁능유적본부,완속,8.86
2025-04-02,복정역 공영주차장,급속,24.05
2025-04-02,잠실 청소년센터 앞 전기차 충전소(가로등),급속,84.07
2025-04-02,교통공원길 공영주차장 전기차 충전소,급속,80.15
2025-04-02,교통공원길 공영주차장 전기차 충전소,완속,52.99
2025-04-02,위례성길 공영주차장 전기차 충전소,완속,26.55
2025-04-02,문정1동 주민센터 앞 전기차 충전소,완속,24.92
2025-04-02,문정동 세광교회 앞 전기차 충전소,완속,13.33
2025-04-02,문정근린공원 공영주차장,완속,19.56
2025-04-02,문정근린공원 공영주차장,완속,9.14
2025-04-02,삼전동 공영주차장,완속,10.87
2025-04-02,삼전동 공영주차장,완속,30.83
2025-04-02,마천동1 공영주차장,완속,7.06
2025-04-02,천호역 공영주차장,급속,20.85
2025-04-02,명일동 거주자주차장 134번(가로등),급속,63.1
2025-04-02,명일동 거주자주차장 127번(가로등),급속,61.68
2025-04-02,강동문화재단,완속,11.07
2025-04-01,송월동차고지,급속,74.71
2025-04-01,송월동차고지,급속,15.59
2025-04-01,송월동차고지,완속,21.59
2025-04-01,송월동차고지,완속,8.37
2025-04-01,송월동차고지,완속,5.5
2025-04-01,적선동 공영주차장,급속,80.97
2025-04-01,올림픽기념국민생활관,완속,27.47
2025-04-01,올림픽기념국민생활관,완속,25.31
2025-04-01,올림픽기념국민생활관,완속,27.84
2025-04-01,남산청사,완속,12.56
2025-04-01,남산청사,완속,6.1
2025-04-01,서소문청사(후생동),완속,52.73
2025-04-01,서소문청사(지하주차장),급속,27.62
2025-04-01,서소문청사(지하주차장),급속,39.52
2025-04-01,서소문청사(지하주차장),완속,12.23
2025-04-01,서울시 본관청사,급속,117.02
2025-04-01,서울시 본관청사,급속,166.35
2025-04-01,기업은행 무교지점 앞 가로등형 충전소,급속,89.49
2025-04-01,훈련원공원 노상공영주차장(가로등),급속,249.77
2025-04-01,"청계3 노상공영주차장(코리아몰 앞, 가로등)",급속,108.7
2025-04-01,"청계3 노상공영주차장(고려상사 앞, 가로등)",급속,70.86
2025-04-01,청계8가 노상공영주차장(가로등),급속,210.66
2025-04-01,청계8가 노상공영주차장(가로등),급속,144.72
2025-04-01,"을지로 노상공영주차장(신한은행 앞, 가로등)",급속,55.74
2025-04-01,"을지로 노상공영주차장(하나은행 앞, 가로등)",급속,1.24
2025-04-01,서소문청사(지상),급속,149.82
2025-04-01,청계5 노상공영주차장(가로등),급속,144.44
2025-04-01,청계5 노상공영주차장(가로등),급속,160.49
2025-04-01,한남동 공영주차장,급속,94.54
2025-04-01,성동구청,급속,60.77
2025-04-01,성동구 마장동 거주자우선주차장 가로등형 충전기,급속,156.32
2025-04-01,청계8 노상공영주차장(가로등),급속,59.66
2025-04-01,청계8 노상공영주차장(가로등),급속,108.37
2025-04-01,어린이대공원 후문주차장,급속,84.0
2025-04-01,광진구 자양동 거주자우선주차장 가로등형 충전기,급속,112.0
2025-04-01,어린이대공원 구의문 주차장 복합충전소,급속,137.51
2025-04-01,어린이대공원 구의문 주차장 복합충전소,급속,149.6
2025-04-01,어린이대공원 구의문 주차장 복합충전소,급속,111.34
2025-04-01,자양한양아파트 앞 전기차 충전소(가로등),급속,37.61
2025-04-01,자양우성1차아파트 앞 전기차 충전소(가로등),급속,51.47
2025-04-01,"중곡동 복개천 노상공영주차장(중곡동우체국 앞, 가로등)",급속,44.52
2025-04-01,이문동 거주자우선주차장(가로등),급속,160.71
2025-04-01,정릉천변 노상공영주차장(가로등),급속,36.79
2025-04-01,동대문구청,급속,62.3
2025-04-01,동대문구청,급속,52.64
2025-04-01,동대문구청,급속,36.82
2025-04-01,망우제2 거주자주차장,급속,25.71
2025-04-01,중랑구청,급속,147.72
2025-04-01,중랑캠핑숲 제1주차장,급속,68.46
2025-04-01,망우역사문화공원 제3주차장,급속,26.25
2025-04-01,중랑초교 공영주차장,급속,7.35
2025-04-01,면일초등학교 공영주차장,급속,0.54
2025-04-01,면일초등학교 공영주차장,급속,95.6
2025-04-01,성북구의회,급속,43.16
2025-04-01,미아동 축산농협 전기차 충전소,완속,24.38
2025-04-01,미아동 축산농협 전기차 충전소,완속,39.19
2025-04-01,미아동 도봉세무서 앞 전기차 충전소,완속,5.39
2025-04-01,으뜸공원 공영주차장 전기차 충전소,완속,39.43
2025-04-01,수유동 가오천 공영주차장 전기차 충전소,완속,15.71
2025-04-01,미아동 공영주차장,급속,9.28
2025-04-01,도봉동 거주자우선주차장(가로등),급속,97.03
2025-04-01,도봉동 실내스포츠센터,급속,43.78
2025-04-01,방학동 도깨비시장 공영주차장,급속,100.04
2025-04-01,창2동 제4공영주차장,급속,180.95
2025-04-01,창3동 제1공영주차장,급속,42.37
2025-04-01,노원세무서 거주자주차장(가로등),급속,6.26
2025-04-01,미화어린이공원 주차장(가로등),급속,129.71
2025-04-01,초안산근린공원 거주자주차장(가로등),급속,41.58
2025-04-01,노원이지센터,급속,50.16
2025-04-01,수락산디자인 노상공영주차장(가로등),급속,47.67
2025-04-01,월계동 거주자주차장(가로등),급속,85.72
2025-04-01,공릉동 거주자주차장(가로등),급속,47.1
2025-04-01,노원자원회수시설,급속,27.61
2025-04-01,은평평화공원 지하공영주차장,급속,2.2
2025-04-01,서대문구청 주차장,급속,59.5
2025-04-01,홍제1동 제1공영주차장,급속,45.4
2025-04-01,홍제동 주영빌딩 앞 전기차 충전소(가로등),급속,10.99
2025-04-01,북가좌동 공영주차장 전기차 충전소,완속,22.75
2025-04-01,연희동 거주자우선주차장(가로등),급속,215.39
2025-04-01,대궐재어린이공원 거주자주차장(가로등),급속,134.86
2025-04-01,연희제2공영주차장,급속,31.9
2025-04-01,화창운수 앞 가로등형 충전소,급속,35.46
2025-04-01,드림디포 앞 가로등형 충전소,급속,173.94
2025-04-01,시립서부노인 전문요양센터,완속,12.13
2025-04-01,청기와2 노상공영주차장(가로등),급속,142.7
2025-04-01,망원3 노상공영주차장(가로등),급속,227.45
2025-04-01,양천구청,급속,60.91
2025-04-01,신정4동길 노상공영주차장(가로등),급속,80.64
2025-04-01,신정4동길 노상공영주차장(가로등),급속,26.94
2025-04-01,오목교역 노상공영주차장(가로등),급속,49.34
2025-04-01,양천구민체육센터,급속,104.0
2025-04-01,한마음공영주차장,급속,18.17
2025-04-01,한마음공영주차장,급속,24.46
2025-04-01,곰달래5길 노상공영주차장(가로등),급속,148.76
2025-04-01,곰달래5길 노상공영주차장(가로등),급속,178.14
2025-04-01,신월5동 복개 노상공영주차장(가로등),급속,54.49
2025-04-01,목동공영주차장,급속,21.57
2025-04-01,목동공영주차장,급속,87.82
2025-04-01,개화산역 공영주차장,급속,30.86
2025-04-01,SK허브수 인근 거주자우선주차장 볼라드형 충전소,완속,9.47
2025-04-01,고척스카이돔,급속,14.69
2025-04-01,개봉1동 노외공영주차장,완속,9.67
2025-04-01,가산 공영주차장,급속,42.42
2025-04-01,여의도 KBS홀 앞 전기차 충전소,완속,56.67
2025-04-01,여의도 KBS홀 앞 전기차 충전소,완속,6.08
2025-04-01,여의서로 노상공영주차장(가로등),급속,27.74
2025-04-01,여의서로 노상공영주차장(가로등),급속,31.87
2025-04-01,동작구청,급속,52.83
2025-04-01,동작구청 후문 가로등형 충전소,급속,224.89
2025-04-01,대방동(서울공고) 거주자주차장(가로등),급속,31.21
2025-04-01,보라매공원 정문주차장,급속,25.01
2025-04-01,사당5동 주민센터 거주자주차장 14번(가로등),급속,58.3
2025-04-01,양재솔라스테이션,급속,18.0
2025-04-01,양재솔라스테이션,급속,55.02
2025-04-01,양재솔라스테이션,급속,88.84
2025-04-01,양재솔라스테이션,급속,73.94
2025-04-01,양재솔라스테이션,급속,75.66
2025-04-01,반포복개천 노상공영주차장(가로등),급속,55.18
2025-04-01,AI 체육센터,급속,31.36
2025-04-01,강남구 압구정 나들목 앞 가로등형 충전기,급속,218.94
2025-04-01,강남구 압구정 나들목 앞 가로등형 충전기,급속,85.7
2025-04-01,도곡정보문화도서관 볼라드형 충전소,완속,66.04
2025-04-01,도곡정보문화도서관 볼라드형 충전소,완속,21.07
2025-04-01,수서역 공영주차장 복합충전소,급속,90.2
2025-04-01,수서역 공영주차장 복합충전소,급속,83.71
2025-04-01,수서역 공영주차장 복합충전소,급속,55.81
2025-04-01,논현로28길 노상공영주차장(가로등),급속,93.13
2025-04-01,"영동대로85길 노상공영주차장(요금정산소 옆, 가로등)",급속,142.08
2025-04-01,"영동대로85길 노상공영주차장(대명중학교 뒤, 가로등)",급속,33.9
2025-04-01,논현2동 주민센터,완속,44.52
2025-04-01,논현 제1호주차장,급속,140.71
2025-04-01,논현 제2호주차장,급속,1.83
2025-04-01,서울물재생시설공단,급속,25.65
2025-04-01,강남운전면허시험장,급속,10.47
2025-04-01,강남주민편익시설(가로등),급속,33.65
2025-04-01,문화재청 궁능유적본부,완속,17.08
2025-04-01,문화재청 궁능유적본부,완속,18.63
2025-04-01,복정역 공영주차장,급속,1.11
2025-04-01,잠실 청소년센터 앞 전기차 충전소(가로등),급속,173.45
2025-04-01,교통공원길 공영주차장 전기차 충전소,급속,95.79
2025-04-01,교통공원길 공영주차장 전기차 충전소,완속,22.82
2025-04-01,위례성길 공영주차장 전기차 충전소,완속,32.28
2025-04-01,문정1동 주민센터 앞 전기차 충전소,완속,23.88
2025-04-01,문정동 세광교회 앞 전기차 충전소,완속,33.36
2025-04-01,문정근린공원 공영주차장,완속,35.71
2025-04-01,문정근린공원 공영주차장,완속,8.78
2025-04-01,문정근린공원 공영주차장,완속,20.85
2025-04-01,삼전동 공영주차장,완속,57.19
2025-04-01,삼전동 공영주차장,완속,32.0
2025-04-01,천호역 공영주차장,급속,10.38
2025-04-01,명일동 거주자주차장 134번(가로등),급속,53.96
2025-04-01,명일동 거주자주차장 127번(가로등),급속,43.38
2025-04-01,강동문화재단,완속,30.83
2025-04-01,강동문화재단,완속,1.11
2025-03-31,송월동차고지,급속,127.9
2025-03-31,송월동차고지,급속,25.84
2025-03-31,송월동차고지,급속,25.12
2025-03-31,송월동차고지,완속,22.45
2025-03-31,송월동차고지,완속,20.16
2025-03-31,송월동차고지,완속,25.6
2025-03-31,적선동 공영주차장,급속,95.76
2025-03-31,누상공영주차장,급속,30.83
2025-03-31,누상공영주차장,완속,12.23
2025-03-31,올림픽기념국민생활관,완속,30.83
2025-03-31,올림픽기념국민생활관,완속,23.55
2025-03-31,남산청사,완속,10.61
2025-03-31,서소문청사(지하주차장),급속,34.51
2025-03-31,서소문청사(지하주차장),급속,26.96
2025-03-31,서소문청사(지하주차장),완속,2.61
2025-03-31,서울시 본관청사,급속,43.98
2025-03-31,서울시 본관청사,급속,9.54
2025-03-31,기업은행 무교지점 앞 가로등형 충전소,급속,234.95
2025-03-31,훈련원공원 노상공영주차장(가로등),급속,174.2
2025-03-31,"청계3 노상공영주차장(코리아몰 앞, 가로등)",급속,179.53
2025-03-31,"청계3 노상공영주차장(고려상사 앞, 가로등)",급속,87.07
2025-03-31,청계8가 노상공영주차장(가로등),급속,165.3
2025-03-31,청계8가 노상공영주차장(가로등),급속,151.58
2025-03-31,"을지로 노상공영주차장(신한은행 앞, 가로등)",급속,41.13
2025-03-31,서소문청사(지상),급속,128.1
2025-03-31,청계5 노상공영주차장(가로등),급속,182.56
2025-03-31,청계5 노상공영주차장(가로등),급속,167.63
2025-03-31,한남동 공영주차장,급속,26.06
2025-03-31,성동구청,급속,15.73
2025-03-31,성동구 마장동 거주자우선주차장 가로등형 충전기,급속,83.63
2025-03-31,청계8 노상공영주차장(가로등),급속,69.44
2025-03-31,청계8 노상공영주차장(가로등),급속,40.81
2025-03-31,어린이대공원 후문주차장,급속,41.11
2025-03-31,광진구 자양동 거주자우선주차장 가로등형 충전기,급속,68.23
2025-03-31,어린이대공원 구의문 주차장 복합충전소,급속,203.1
2025-03-31,어린이대공원 구의문 주차장 복합충전소,급속,32.01
2025-03-31,어린이대공원 구의문 주차장 복합충전소,급속,24.79
2025-03-31,자양한양아파트 앞 전기차 충전소(가로등),급속,74.52
2025-03-31,자양우성1차아파트 앞 전기차 충전소(가로등),급속,118.43
2025-03-31,"중곡동 복개천 노상공영주차장(중곡동우체국 앞, 가로등)",급속,59.03
2025-03-31,한화꿈에그린아파트 거주자우선주차장(가로등),급속,4.97
2025-03-31,이문동 거주자우선주차장(가로등),급속,162.16
2025-03-31,정릉천변 노상공영주차장(가로등),급속,73.16
2025-03-31,동대문구청,급속,25.24
2025-03-31,동대문구청,급속,113.61
2025-03-31,동대문구청,급속,57.06
2025-03-31,동대문구청,급속,36.87
2025-03-31,망우제2 거주자주차장,급속,67.83
2025-03-31,중랑구청,급속,156.06
2025-03-31,봉화산역 공영주차장 전기차 충전소,완속,12.23
2025-03-31,중랑캠핑숲 제1주차장,급속,104.31
2025-03-31,망우역사문화공원 제3주차장,급속,6.18
2025-03-31,중랑초교 공영주차장,급속,36.22
2025-03-31,면일초등학교 공영주차장,급속,35.72
2025-03-31,면일초등학교 공영주차장,급속,67.03
2025-03-31,서울연극창작센터,급속,37.99
2025-03-31,석관동공영주차장,급속,4.37
2025-03-31,미아동 축산농협 전기차 충전소,완속,83.45
2025-03-31,미아동 축산농협 전기차 충전소,완속,84.86
2025-03-31,미아동 도봉세무서 앞 전기차 충전소,완속,23.99
2025-03-31,으뜸공원 공영주차장 전기차 충전소,완속,51.56
2025-03-31,수유동 가오천 공영주차장 전기차 충전소,완속,40.8
2025-03-31,도봉동 거주자우선주차장(가로등),급속,199.48
2025-03-31,도봉동 실내스포츠센터,급속,86.67
2025-03-31,방학동 도깨비시장 공영주차장,급속,119.38
2025-03-31,창2동 제4공영주차장,급속,171.94
2025-03-31,창3동 제1공영주차장,급속,55.1
2025-03-31,노원세무서 거주자주차장(가로등),급속,49.81
2025-03-31,초안산근린공원 거주자주차장(가로등),급속,5.41
2025-03-31,노원이지센터,급속,23.0
2025-03-31,수락산디자인 노상공영주차장(가로등),급속,128.85
2025-03-31,월계동 거주자주차장(가로등),급속,77.86
2025-03-31,공릉동 거주자주차장(가로등),급속,85.53
2025-03-31,은평평화공원 지하공영주차장,급속,124.14
2025-03-31,서대문구청 주차장,급속,64.17
2025-03-31,홍제1동 제1공영주차장,급속,125.65
2025-03-31,홍제동 주영빌딩 앞 전기차 충전소(가로등),급속,106.94
2025-03-31,북가좌동 공영주차장 전기차 충전소,완속,42.73
2025-03-31,연희동 거주자우선주차장(가로등),급속,116.47
2025-03-31,대궐재어린이공원 거주자주차장(가로등),급속,131.01
2025-03-31,연희제2공영주차장,급속,28.08
2025-03-31,드림디포 앞 가로등형 충전소,급속,59.92
2025-03-31,시립서부노인 전문요양센터,완속,10.3
2025-03-31,청기와2 노상공영주차장(가로등),급속,161.29
2025-03-31,망원3 노상공영주차장(가로등),급속,135.61
2025-03-31,양천구청,급속,29.65
2025-03-31,신정4동길 노상공영주차장(가로등),급속,93.68
2025-03-31,신정4동길 노상공영주차장(가로등),급속,57.6
2025-03-31,오목교역 노상공영주차장(가로등),급속,81.31
2025-03-31,양천구민체육센터,급속,176.27
2025-03-31,한마음공영주차장,급속,43.92
2025-03-31,한마음공영주차장,급속,14.21
2025-03-31,곰달래5길 노상공영주차장(가로등),급속,92.98
2025-03-31,곰달래5길 노상공영주차장(가로등),급속,162.44
2025-03-31,신월5동 복개 노상공영주차장(가로등),급속,165.97
2025-03-31,목동공영주차장,급속,31.88
2025-03-31,목동공영주차장,급속,25.55
2025-03-31,목동공영주차장,급속,25.88
2025-03-31,개화산역 공영주차장,급속,31.11
2025-03-31,방화로 노상공영주차장(가로등),급속,7.83
2025-03-31,SK허브수 인근 거주자우선주차장 볼라드형 충전소,완속,10.96
2025-03-31,SK허브수 인근 거주자우선주차장 볼라드형 충전소,완속,5.22
2025-03-31,고척스카이돔,급속,10.1
2025-03-31,고척스카이돔,완속,8.21
2025-03-31,가산 공영주차장,급속,35.89
2025-03-31,여의도 KBS홀 앞 전기차 충전소,급속,30.9
2025-03-31,여의도 KBS홀 앞 전기차 충전소,완속,24.28
2025-03-31,여의도 KBS홀 앞 전기차 충전소,완속,46.13
2025-03-31,하이서울유스호스텔(지하주차장),완속,28.1
2025-03-31,여의서로 노상공영주차장(가로등),급속,23.33
2025-03-31,여의서로 노상공영주차장(가로등),급속,42.66
2025-03-31,동작구청,급속,102.84
2025-03-31,동작구청 후문 가로등형 충전소,급속,148.23
2025-03-31,신대방동 신라스테이 거주자주차장(가로등),급속,22.44
2025-03-31,대방동(서울공고) 거주자주차장(가로등),급속,104.62
2025-03-31,보라매공원 정문주차장,급속,47.34
2025-03-31,사당종합체육관,완속,17.77
2025-03-31,난곡스마트 공영주차장,급속,20.2
2025-03-31,양재솔라스테이션,급속,64.54
2025-03-31,양재솔라스테이션,급속,87.98
2025-03-31,양재솔라스테이션,급속,98.91
2025-03-31,양재솔라스테이션,급속,69.55
2025-03-31,양재솔라스테이션,급속,41.57
2025-03-31,반포복개천 노상공영주차장(가로등),급속,55.24
2025-03-31,강남구 압구정 나들목 앞 가로등형 충전기,급속,208.04
2025-03-31,강남구 압구정 나들목 앞 가로등형 충전기,급속,139.14
2025-03-31,도곡정보문화도서관 볼라드형 충전소,완속,41.22
2025-03-31,도곡정보문화도서관 볼라드형 충전소,완속,40.24
2025-03-31,수서역 공영주차장 복합충전소,급속,173.69
2025-03-31,수서역 공영주차장 복합충전소,급속,163.8
2025-03-31,논현로28길 노상공영주차장(가로등),급속,86.45
2025-03-31,"영동대로85길 노상공영주차장(요금정산소 옆, 가로등)",급속,66.83
2025-03-31,"영동대로85길 노상공영주차장(대명중학교 뒤, 가로등)",급속,89.89
2025-03-31,논현2동 주민센터,완속,15.69
2025-03-31,논현 제1호주차장,급속,183.15
2025-03-31,서울물재생시설공단,급속,10.78
2025-03-31,강남주민편익시설(가로등),급속,44.39
2025-03-31,강남주민편익시설(가로등),급속,13.95
2025-03-31,문화재청 궁능유적본부,완속,25.15
2025-03-31,문화재청 궁능유적본부,완속,7.88
2025-03-31,복정역 공영주차장,급속,38.45
2025-03-31,잠실 청소년센터 앞 전기차 충전소(가로등),급속,99.73
2025-03-31,교통공원길 공영주차장 전기차 충전소,급속,29.17
2025-03-31,교통공원길 공영주차장 전기차 충전소,완속,65.37
2025-03-31,위례성길 공영주차장 전기차 충전소,완속,10.56
2025-03-31,문정1동 주민센터 앞 전기차 충전소,완속,86.66
2025-03-31,문정동 세광교회 앞 전기차 충전소,완속,51.73
2025-03-31,문정근린공원 공영주차장,완속,8.93
2025-03-31,문정근린공원 공영주차장,완속,51.83
2025-03-31,삼전동 공영주차장,완속,27.37
2025-03-31,삼전동 공영주차장,완속,35.25
2025-03-31,삼전동 공영주차장,완속,62.62
2025-03-31,천호역 공영주차장,급속,49.56
2025-03-31,명일동 거주자주차장 134번(가로등),급속,110.31
2025-03-31,명일동 거주자주차장 127번(가로등),급속,48.75
2025-03-31,강동문화재단,완속,30.83
2025-03-30,송월동차고지,급속,90.08
2025-03-30,누상공영주차장,급속,40.1
2025-03-30,누상공영주차장,완속,30.83
2025-03-30,서울시 본관청사,급속,5.09
2025-03-30,기업은행 무교지점 앞 가로등형 충전소,급속,89.0
2025-03-30,훈련원공원 노상공영주차장(가로등),급속,83.81
2025-03-30,"청계3 노상공영주차장(코리아몰 앞, 가로등)",급속,99.82
2025-03-30,"청계3 노상공영주차장(고려상사 앞, 가로등)",급속,29.61
2025-03-30,청계8가 노상공영주차장(가로등),급속,61.76
2025-03-30,청계8가 노상공영주차장(가로등),급속,94.14
2025-03-30,"을지로 노상공영주차장(신한은행 앞, 가로등)",급속,6.09
2025-03-30,서소문청사(지상),급속,60.75
2025-03-30,청계5 노상공영주차장(가로등),급속,94.25
2025-03-30,청계5 노상공영주차장(가로등),급속,82.51
2025-03-30,한남동 공영주차장,급속,129.18
2025-03-30,성동구청,급속,24.45
2025-03-30,성동구 마장동 거주자우선주차장 가로등형 충전기,급속,118.75
2025-03-30,청계8 노상공영주차장(가로등),급속,120.49
2025-03-30,청계8 노상공영주차장(가로등),급속,51.82
2025-03-30,어린이대공원 후문주차장,급속,35.33
2025-03-30,광진구 자양동 거주자우선주차장 가로등형 충전기,급속,65.54
2025-03-30,어린이대공원 구의문 주차장 복합충전소,급속,157.2
2025-03-30,어린이대공원 구의문 주차장 복합충전소,급속,108.62
2025-03-30,자양한양아파트 앞 전기차 충전소(가로등),급속,43.26
2025-03-30,자양우성1차아파트 앞 전기차 충전소(가로등),급속,123.21
2025-03-30,"중곡동 복개천 노상공영주차장(중곡동우체국 앞, 가로등)",급속,166.04
2025-03-30,한화꿈에그린아파트 거주자우선주차장(가로등),급속,79.76
2025-03-30,이문동 거주자우선주차장(가로등),급속,203.64
2025-03-30,정릉천변 노상공영주차장(가로등),급속,2.04
2025-03-30,동대문구청,급속,32.23
2025-03-30,동대문구청,급속,147.6
2025-03-30,동대문구청,급속,15.97
2025-03-30,동대문구청,급속,110.76
2025-03-30,중랑구청,급속,60.98
2025-03-30,봉화산역 공영주차장 전기차 충전소,완속,10.5
2025-03-30,봉화산역 공영주차장 전기차 충전소,완속,56.67
2025-03-30,중랑캠핑숲 제1주차장,완속,7.24
2025-03-30,중랑캠핑숲 제1주차장,급속,49.92
2025-03-30,망우역사문화공원 제3주차장,급속,11.66
2025-03-30,면일초등학교 공영주차장,급속,59.65
2025-03-30,면일초등학교 공영주차장,급속,61.71
2025-03-30,면목5동 공영주차장,급속,20.73
2025-03-30,성북구의회,급속,21.76
2025-03-30,미아동 축산농협 전기차 충전소,완속,41.03
2025-03-30,미아동 도봉세무서 앞 전기차 충전소,완속,55.64
2025-03-30,으뜸공원 공영주차장 전기차 충전소,완속,16.7
2025-03-30,수유동 가오천 공영주차장 전기차 충전소,완속,56.12
2025-03-30,도봉동 거주자우선주차장(가로등),급속,96.41
2025-03-30,도봉동 실내스포츠센터,급속,205.04
2025-03-30,방학동 도깨비시장 공영주차장,급속,131.61
2025-03-30,창2동 제4공영주차장,급속,77.83
2025-03-30,창3동 제1공영주차장,급속,48.86
2025-03-30,노원세무서 거주자주차장(가로등),급속,64.7
2025-03-30,미화어린이공원 주차장(가로등),급속,25.87
2025-03-30,초안산근린공원 거주자주차장(가로등),급속,124.92
2025-03-30,중랑천 환경센터,급속,39.9
2025-03-30,수락산디자인 노상공영주차장(가로등),급속,157.23
2025-03-30,월계동 거주자주차장(가로등),급속,108.01
2025-03-30,공릉동 거주자주차장(가로등),급속,12.34
2025-03-30,은평평화공원 지하공영주차장,급속,154.74
2025-03-30,서대문구청 주차장,급속,59.53
